
																																																																																						
KODE_PABRIK	KODE_GRPOBAT	KODE_JENISOBAT	KODE_IPAOBAT	KODE_GENOBAT	KODE_ASKESOBAT	KODE_KONOBAT	KODE_OBAT	NAMA_OBAT	KEMASAN_OBAT	SATUAN_OBAT	ISI_OBAT	DOSIS_OBAT	HNAREG_OBAT	HNAPPNREG_OBAT	HNAGENPPN_OBAT	HNAOTCPPN_OBAT	HJAPPN_OBAT	HNAASKES_OBAT	HNAPPNASKES_OBAT	HKSPPN_OBAT	TGLAKTBELI_OBAT	KODE_KREDITUR	TGLAKTJUAL_OBAT	KODE_KLTLOBAT	QTYAWAL_OBAT	QTYBELI_OBAT	QTYDROPING_OBAT	QTYJUAL_OBAT	QTYAWALK_OBAT	QTYBELIK_OBAT	QTYDROPK_OBAT	QTYJUALK_OBAT	STOCKMINIM_OBAT	STOCKBESAR_OBAT	STOCKRACIK_OBAT	STOCKDPHO_OBAT	STOCKKON_OBAT	TGLBARU_OBAT	TGLEXPIRE_OBAT	QTYAKHIR_OBAT	QTYAKHIRK_OBAT	KODE_PBF	BISNIS_BARANG	KOBAT_ASKES	KODE_OPNAME	HJDS_OPNAME	HPP_OPNAME	TGL_EDIT	PEMAKAI	KODE_OUTLET	DISC1	DISC2	HARGA	BARCODE	MIN_QTY	FAKTOR1	FAKTOR2	FAKTOR3	FAKTOR4	DISC	DISCH	DISCU	DISCA	TANGGAL1	TANGGAL2	HJAR	HJAH	HJAU	HJAA	LOKASI	CAT	SUBCAT	CLAS	SUBCLAS	WKT_TRANSFER	TEMP_STOCK	VALID	KODEDEBITUR	BYR_VOUCHER	STD_OBAT	AKTIF_OBAT	TGL1	TGL2	DISC_RP	DISC_SEN	
251	2	14	41	11	0	0	0251114241012	TEBOKAN FC TAB@100	DUSTAB100	TAB	100	1.00	5310.00	5841.00	0.00	1.00	0.00	5310.00	5841.00	1.00	03/13/2014	ASPBFC0010	10/30/2014	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00	T-0056	1	BMJAYA		4619.92	4619.92	09/12/2012	0251114241012		10.00	0.00	3162.00		10.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	BMJAYA	PRESCRIPTION	Drugs	Cardiovascular & Hematopoietic	Peripheral Vasodilators & Cerebral Activators		0.00	Y		-	3	-	-	-	0.00	0.00	
333	2	12	04	12	0	0	0261212204004	COUNTERPAIN CR  15GR	TUBTUB1	TUB	1	1.00	18900.00	20790.00	0.00	0.00	0.00	18000.00	19800.00	0.00	04/10/2014	ASPBFD0018	09/20/2015	1	0.00	0.00	-2.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	-	-	+2.00000000000000E+000	0.00	C-1005	1	BMJAYA		14250.00	14250.00	05/03/2012	0261212204004		3.50	5.00	11400.00	8995201800011	1.00	1.30	1.25	1.15	1.25	8.00	8.00	8.00	8.00	04/01/2015	04/30/2015	0.00	0.00	0.00	0.00	KRIM HV	HEALTH	Medicine Cabinet	Topical	Analgesic		0.00	Y		0	3	-	-	-	0.00	0.00	
333	2	12	04	12	0	0	0261212204005	COUNTERPAIN CR  30GR	TUBTUB1	TUB	1	1.00	29500.00	32450.00	0.00	0.00	0.00	28100.00	30910.00	0.00	04/10/2014	ASPBFD0018	10/11/2015	1	0.00	0.00	-6.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+5.00000000000000E+000	0.00	C-1006	1	BMJAYA2		27116.00	27116.00	04/18/2013	0261212204005		3.50	5.00	17600.00	8995201800028	1.00	1.30	1.25	1.15	1.25	8.00	8.00	8.00	8.00	04/01/2015	04/30/2015	0.00	0.00	0.00	0.00	KRIM HV	HEALTH	Medicine Cabinet	Topical	Analgesic		0.00	Y		0	3	-	-	-	0.00	0.00	
333	2	12	04	12	0	0	0261212204006	COUNTERPAIN CR  60GR	TUBTUB1	TUB	1	1.00	50300.00	55330.00	0.00	0.00	0.00	47900.00	52690.00	0.00	02/02/2015	ASPBFD0018	10/05/2015	1	1.00	0.00	-1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+1.00000000000000E+000	0.00	C-1007	1	BMJAYA2		46223.00	46223.00	05/15/2012	0261212204006		3.50	5.00	30100.00	8995201800035	1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	KRIM HV	HEALTH	Medicine Cabinet	Topical	Analgesic		0.00	Y		0	3	-	-	-	0.00	0.00	
333	2	12	04	12	0	0	0261212204002	COUNTERPAIN COOL 15GR	TUBTUB1	TUB	1	1.00	19700.00	21670.00	0.00	0.00	0.00	18800.00	20680.00	0.00	03/04/2014	ASPBFD0018	10/03/2015	1	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00		1	BMJAYA2		18142.00	18142.00	05/03/2012	0261212204002		3.50	0.00	12000.00	8995201800042	1.00	1.30	1.25	1.15	1.25	8.00	8.00	8.00	8.00	04/01/2015	04/30/2015	0.00	0.00	0.00	0.00	KRIM HV	HEALTH	Medicine Cabinet	Topical	Analgesic		0.00	Y		0	3	-	-	-	0.00	0.00	
333	2	12	04	12	0	0	0261212204003	COUNTERPAIN COOL 30GR	TUBTUB1	TUB	1	1.00	31400.00	34540.00	0.00	0.00	0.00	29900.00	32890.00	1.00	04/10/2014	ASPBFD0018	07/23/2015	1	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00		1	BMJAYA2		28854.00	28854.00	05/03/2012	0261212204003		3.50	0.00	18700.00	8995201800059	1.00	1.30	1.25	1.15	1.25	8.00	8.00	8.00	8.00	04/01/2015	04/30/2015	0.00	0.00	0.00	0.00	KRIM HV	HEALTH	Medicine Cabinet	Topical	Analgesic		0.00	Y		0	3	-	-	-	0.00	0.00	
333	2	12	35	12	0	0	0261212235001	TEMPRA SYR 100ML	BTLBTL1	BTL	1	1.00	37700.00	41470.00	0.00	0.00	0.00	35900.00	39490.00	1.00	03/04/2014	ASPBFD0018	09/01/2015	1	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00	T-0079	1	BMJAYA		34644.00	34644.00	06/25/2013	0261212235001		3.50	0.00	24800.00	8995201800103	1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	HV SYR JR	HEALTH	Medical Equipment	Headache & Pain	Cold Remedies		0.00	Y		0	3	-	-	-	0.00	0.00	
333	2	12	35	12	0	0	0261212235002	TEMPRA SYR  60ML	BTLBTL1	BTL	1	1.00	29300.00	32230.00	0.00	0.00	0.00	27900.00	30690.00	0.00	04/29/2014	ASPBFD0018	10/09/2015	1	3.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	-	-	+2.00000000000000E+000	0.00		1			26924.00	26924.00	06/01/2013	0261212235002		3.50	0.00	19500.00	8995201800097	1.00	1.30	1.25	1.15	1.25	8.00	8.00	8.00	8.00	08/15/2015	09/15/2015	0.00	0.00	0.00	0.00	HV SYR JR	HEALTH	Medicine Cabinet	Headache & Pain	Cold Remedies		0.00	Y		0	3	-	-	-	0.00	0.00	
333	2	12	50	12	0	0	0261212250001	TEMPRA DROP 15ML	BTLBTL1	BTL	1	1.00	35400.00	38940.00	0.00	0.00	0.00	33700.00	37070.00	0.00	02/02/2015	ASPBFD0018	10/19/2015	1	3.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+1.00000000000000E+000	0.00	T-0078	1	BMJAYA2		32521.00	32521.00	06/01/2013	0261212250001		3.50	0.00	23100.00	8995201800080	1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	HV SYR JR	HEALTH	Medicine Cabinet	Headache & Pain	Cold Remedies		0.00	Y		0	3	-	-	-	0.00	0.00	
333	2	12	41	12	0	0	0261212241009	THERAGRAN-M TAB@100	DUSTAB100	TAB	100	1.00	3591.00	3950.00	0.00	0.00	0.00	3420.00	3762.00	1.00	03/21/2014	ASPBFD0018	03/12/2014	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00	T-0199	1	BMJAYA2		3420.00	3420.00	10/17/2011	0261212241009		3.50	0.00	2137.00	8995201800998	4.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	BMJAYA	PRESCRIPTION	Drugs	Vitamins & Nutritions	Vitamins & Minerals		0.00	Y		0	3	-	-	-	0.00	0.00	
147	2	14	41	14	1	0	1471414241089	DIGOXIN 0.25MG TAB@100 GIF	DUSTAB100	TAB	100	1.00	129.87	143.00	0.00	1.00	83.00	130.00	143.00	1.00	12/02/2014	ASPBFS0179	09/23/2015	1	54.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00	D-0587	1	176010		117.00	117.00	04/05/2012	1471414241089	2140100002	10.00	0.00	84.21		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	GENERIK	PRESCRIPTION	Drugs	Generic Product	Other Principal	-	0.00	Y		0	3	-	-	-	0.00	0.00	
993	1	14	41	14	1	0	9931414141018	DILTIAZEM 30MG TAB@100 GKF	DUSTAB100	TAB	100	30.00	138.00	152.00	0.00	1.00	190.00	138.00	152.00	1.00	02/12/2014	CAPBFP0015	03/03/2014	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	40.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00	D-0610	1	171020		138.00	138.00	03/13/2013	9931414141018	2140100002	0.00	0.00	152.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	171020	PRESCRIPTION	Drugs	Generic Product	Kimia Farma	-	0.00	Y		0	3	-	-	-	0.00	0.00	
752	2	12	51	12	0	0	7521212251007	DR P ADULT DIAPERS BASIC M@10	BHBH1	BH	1	1.00	67400.00	74140.00	0.00	0.00	0.00	0.00	0.00	1.00	12/20/2014		07/27/2015	1	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00		1			0.00	0.00	02/05/2014	7521212251007		25.00	0.00	0.00	4710020050096	1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	SANITARI	HOUSEHOLD	Household Items	Paper Products	Adult Diapers	-	0.00	Y		0	3	-	-	-	0.00	0.00	
026	2	14	04	11	0	0	0261114204002	KENACORT A 0.1% CR 10GR	TUBTUB1	TUB	1	1.00	68900.00	75790.00	0.00	1.00	0.00	67200.00	73920.00	0.00	04/10/2014	ASPBFD0018	03/04/2014	1	0.00	0.00	-1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+1.00000000000000E+000	0.00	K-0191	1			67178.00	67178.00	09/07/2012	0261114204002	2140100002	2.50	0.00	72842.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00		PRESCRIPTION	Drugs	Dermatologicals	Other Dermatologicals		0.00	Y		0	3	-	-	-	0.00	0.00	
026	2	14	04	11	0	0	0261114204003	KENALOG IN ORABASE 5GR	TUBTUB1	TUB	1	1.00	45700.00	50270.00	0.00	1.00	0.00	29091.00	32000.00	0.00	01/27/2015	ASPBFD0018	10/20/2015	1	4.00	0.00	-2.00	2.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	-	-	+4.00000000000000E+000	0.00	K-0198	1			44558.00	44558.00	06/25/2013	0261114204003	2140100002	2.50	0.00	42735.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	CR/SALEP	PRESCRIPTION	Drugs	Ear & Mouth / Throat	Mouth / Throat Preparations		0.00	Y		0	3	-	-	-	0.00	0.00	
991	1	14	41	14	0	0	9911414241017	MELOXICAM 7.5MG TAB@20 GKF	DUSTAB20	TAB	20	7.50	658.00	724.00	0.00	0.00	0.00	400.00	440.00	0.00	04/22/2014	CAPBFP0015	10/08/2015	1	75.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	-	-	+6.50000000000000E+001	0.00		1	BMJAYA		619.00	629.00	02/04/2014	9911414241017	2140100002	6.00	0.00	941.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	GENERIK	PRESCRIPTION	Drugs	Generic Product	Kimia Farma	-	0.00	Y		0	3	-	-	-	0.00	0.00	
026	2	14	26	11	0	0	0261114226002	MYCO Z OINT 10GR	TUBTUB1	TUB	1	1.00	62700.00	68970.00	0.00	1.00	0.00	60250.00	66275.00	0.00	01/27/2015	ASPBFD0018	10/08/2015	1	11.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	-	-	+1.00000000000000E+001	0.00	M-0654	1			61132.00	61132.00	05/02/2013	0261114226002	2140100002	2.50	0.00	62150.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	81125.00	0.00	CR/SALEP	PRESCRIPTION	Drugs	Dermatologicals	Topical Antibiotics		0.00	Y		0	3	-	-	-	0.00	0.00	
318	2	12	03	12	0	0	3181212203001	DIAPET CAP@100	DUSCAP100	CAP	100	1.00	520.00	572.00	0.00	0.00	438.00	347.55	382.00	0.00	04/17/2014	AS00000163	10/18/2015	1	80.00	0.00	0.00	44.00	0.00	0.00	0.00	0.00	52.00	0.00	0.00	0.00	1.00	-	-	+3.60000000000000E+001	0.00		1			504.00	504.00	12/04/2013	3181212203001		3.00	0.00	0.00	8998777110218	4.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	11/01/2014	11/30/2014	0.00	0.00	0.00	0.00	HV TAB	HEALTH	Medicine Cabinet	Stomach	Diarrhea	-	0.00	Y		0	3	-	-	-	0.00	0.00	
074	2	14	01	11	0	0	0741114201030	KETOROLAC 3% INJ@10 GDX	DUSAMP10	AMP	10	1.00	12150.00	13365.00	0.00	1.00	0.00	12150.00	13365.00	1.00	03/11/2014	ASPBFA0016	07/23/2014	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-	-	+0.00000000000000E+000	0.00		1			12150.00	12150.00	03/07/2013	0741114201030	2140100002	0.00	0.00	14850.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	INJEKSI	PRESCRIPTION	Drugs	Generic Product	Other Principal	-	0.00	Y		0	3	-	-	-	0.00	0.00	
131	2	012	0801	14	0	0	1311408012001	ALLOPURINOL 300MG TAB@100 GHX	DUSTAB100	TAB	100	300.00	250.00	275.00	0.00	0.00	0.00	223.00	245.00	0.00	04/17/2014	ASPBFE0004	10/22/2015	1	70.00	0.00	0.00	30.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-	-	+4.00000000000000E+001	0.00		1			267.00	267.00	02/27/2013	1311408012001	2140100002	0.00	0.00	275.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	GENERIK	PRESCRIPTION	Drugs	Generic Product	Other Principal	-	0.00	Y	-	0	3	-	-	-	0.00	0.00	
460	2	12	20	12	0	0	4601212220005	ANTANGIN JRG CAIR SACH@20	DUSSAC20	SAC	20	1.00	1591.00	1750.00	0.00	0.00	0.00	1480.00	1628.00	1.00	01/30/2014	ASPBFB0014	02/12/2014	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-	-	+0.00000000000000E+000	0.00		1			1591.00	1591.00	12/06/2013	4601212220005	2140100002	0.00	0.00	1100.00		1.00	1.30	1.25	1.15	1.25	5.00	5.00	5.00	5.00	06/15/2015	07/31/2015	0.00	0.00	0.00	0.00	HV HANGER	HEALTH	Traditional Medicine	Traditional Medicine	Jamu	-	0.00	Y	-	0	3	-	-	-	0.00	0.00	
476	2	0	2202	12	0	0	4761222022094	SUNSILK SHP SOFT&SMTH 170	FLSFLS1	FLS	1	1.00	23591.00	25950.00	0.00	0.00	0.00	0.00	0.00	0.00	04/25/2014	ASPBFT0002	10/09/2015	1	2.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-	-	+1.00000000000000E+000	0.00		1			23296.00	23296.00	04/25/2014	4761222022094		1.26	0.00	0.00	8999999029326	1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	12/15/2014	01/15/2015	0.00	0.00	0.00	0.00	BODY CARE	PERSONAL & BEAU	Beauty Care	Hair Care	Shampoo & Conditioner	-	0.00	Y		0	3	-	-	-	0.00	0.00	
695	2	50	51	12	0	0	6951250251003	FIESTA PASSION KONDOM@3	PAKPAK1	PAK	1	1.00	7511.00	8262.00	0.00	0.00	0.00	7031.00	7734.00	1.00	03/14/2014	ASPBFA0009	09/15/2015	1	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-	-	+0.00000000000000E+000	0.00		1			7211.00	7211.00	06/15/2012	6951250251003		4.00	0.00	0.00	9556564802563	1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	SEX HV	PERSONAL & BEAU	Personal Care	Sexual Health	Condoms	-	0.00	Y	-	0	3	-	-	-	0.00	0.00	
993	1	14	41	14	0	0	9931414141061	ISONIAZIDE 300MG TAB@1000 GKF	BTLTAB1000	TAB	1000	300.00	105.27	116.00	0.00	0.00	0.00	88.00	97.00	1.00	02/14/2014	CAPBFP0015	01/12/2015	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-	-	+0.00000000000000E+000	0.00		1			105.00	88.00	02/22/2011	9931414141061	2140100002	0.00	0.00	66.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	LOS	PRESCRIPTION	Drugs	Generic Product	Kimia Farma	-	0.00	Y	-	0	3	-	-	-	0.00	0.00	
033	2	12	20	12	0	0	0331212220010x	KOMIX PEPP@30	DUSSAC30	SAC	30	1.00	621.00	683.00	0.00	0.00	0.00	545.46	600.00	1.00	04/22/2014	ASPBFC0010	02/14/2014	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-	-	+0.00000000000000E+000	0.00		1			621.00	621.00	01/09/2014	0331212220010x	2140100002	0.00	0.00	397.00	8993058300401	1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00		HEALTH	Medicine Cabinet	Cough & Cold	Antitussive	-	0.00	Y	-	0	3	-	-	-	0.00	0.00	
147	2	504	1501	14	0	0	1471415012001	LANSOPRAZOLE 30MG CAP@20 GIF	DUSCAP20	CAP	20	30.00	1365.00	1502.00	0.00	0.00	0.00	1365.00	1502.00	1.00	12/06/2011	ABPBFI0003	06/28/2015	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-	-	+0.00000000000000E+000	0.00		1			1365.00	1365.00	02/23/2012	1471415012001	2140100002	58.00	0.00	1760.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	GENERIK	PRESCRIPTION	Drugs	Generic Product	Other Principal	-	0.00	Y	-	0	3	-	-	-	0.00	0.00	
233	2	562	0607	14	0	0	2331406072001	METHYL PREDNISOLON  4MG GNO	DUSTAB100	TAB	100	4.00	401.00	441.00	0.00	0.00	0.00	282.00	310.00	0.00	05/02/2014	ASPBFA0009	10/21/2015	1	204.00	0.00	-100.00	115.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-	-	+1.89000000000000E+002	0.00		1			400.50	400.50	04/29/2013	2331406072001	2140100002	15.00	0.00	509.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	GENERIK	PRESCRIPTION	Drugs	Generic Product	Other Principal	-	0.00	Y	-	0	3	-	-	-	0.00	0.00	
024	2	805	1201	11	0	0	0241112012003	MICARDIS PLUS 40MG TAB@20	DUSTAB20	TAB	20	40.00	12626.00	13889.00	0.00	0.00	17361.00	0.00	0.00	1.00	05/02/2014	ASPBF00399	03/07/2014	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-	-	+0.00000000000000E+000	0.00		1			0.00	0.00	04/26/2011	0241112012003		5.00	0.00	0.00	NB	10.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00		PRESCRIPTION	Drugs	Cardiovascular & Hematopoietic	Other Antihypertensives	-	0.00	Y	-	0	3	-	-	-	0.00	0.00	
024	2	805	1201	11	0	0	0241112012004	MICARDIS PLUS 80MG TAB@20	DUSTAB20	TAB	20	80.00	16370.00	18007.00	0.00	1.00	22508.00	0.00	0.00	1.00	01/30/2014	ASPBF00399	03/05/2014	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-	-	+0.00000000000000E+000	0.00		1			15551.00	15551.00	04/26/2011	0241112012004		3.00	0.00	0.00	NB	10.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00		PRESCRIPTION	Drugs	Cardiovascular & Hematopoietic	Other Antihypertensives	-	0.00	Y	-	0	3	-	-	-	0.00	0.00	
233	2	12	20	12	0	0	2331212220006	MIPI HOT M.PIJIT  60ML	FLSFLS1	FLS	1	1.00	25600.00	28160.00	0.00	0.00	33000.00	24000.00	26400.00	1.00	03/26/2014	ASPBFA0009	03/11/2014	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-	-	+0.00000000000000E+000	0.00		1			23040.00	23040.00	11/26/2012	2331212220006		4.00	0.00	0.00	8993430160456	1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00		HEALTH	Medicine Cabinet	Topical	Rubs & Liniment	-	0.00	Y	-	0	3	-	-	-	0.00	0.00	
412	2	40	29	12	0	0	4121640229011	HANSAPLAST JR 76768@10 MIXT	DUSSAC30	SAC	30	1.00	5091.00	5600.00	0.00	0.00	0.00	2600.00	2860.00	0.00	10/08/2013	ASPBFE0004	10/07/2015	1	2.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00		1			5091.00	5091.00	05/15/2015	4121640229011	2140100002	0.00	0.00	2860.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	SEX HV	HEALTH	Medical Equipment	First Aid	Tapes (Plester)		0.00	Y		0	3	-	-	-	0.00	0.00	
412	2	40	29	16	0	0	4121640229012	HANSAPLAST JR CARTOON 76505@10	BHBH1	BH	1	1.00	5091.00	5600.00	0.00	0.00	0.00	5000.00	5500.00	1.00	10/10/2013	ASPBFE0004	10/04/2015	1	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00		1			5091.00	5091.00	05/13/2015	4121640229012	2140100002	0.00	0.00	5500.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	SEX HV					-	0.00	Y		0	-	-	-	-	0.00	0.00	
412	2	40	11	16	0	0	4121640211014	HANSAPLAST JUNIOR ASSORT(7376)	DUSBH30	BH	30	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	08/21/2008	ASPBFE0004	08/21/2008	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-	-	+0.00000000000000E+000	0.00		1			0.00	0.00	05/13/2015	4121640211014	2140100002	0.00	0.00	0.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00						-	0.00	Y	-	0	-	-	-	-	0.00	0.00	
475	2	24	20	12	0	0	4751224220023	POWERADE ISOTONI PINK 500ML	BTLBTL1	BTL	1	1.00	3106.00	3417.00	0.00	0.00	0.00	3106.00	3417.00	1.00	04/23/2014	ASPBFC0009	10/23/2013	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-	-	+0.00000000000000E+000	0.00		1			3106.00	3106.00	03/29/2013		2140100002	0.00	0.00	3025.00		0.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00		HOUSEHOLD	Household Items	Drinks	Carbonnase Drink	-	0.00	Y	-	0	3	-	-	-	0.00	0.00	
0142	2	083	0101	11	0	0	0141101012012	INFIMYCIN 500MG INJ	VIAVIA1	VIA	1	1.00	125000.00	137500.00	0.00	1.00	156250.00	0.00	0.00	1.00	09/18/2015		09/18/2015	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-	-	+0.00000000000000E+000	0.00		1			0.00	0.00	09/18/2015	0141101012012		0.00	0.00	0.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00		PRESCRIPTION	Drugs	Intravenous & Other Sterile So	Intravenous & Other Sterile Solutions	-	0.00	Y		0	3	-	-	-	-	-	
993	1	14	41	14	1	0	9931414141059x	SALBUTAMOL 2MG TAB GKF ASK	DUSTAB100	TAB	100	2.00	75.00	82.00	0.00	1.00	0.00	764.00	840.00	1.00	-	CAPBFP0015	-	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-	-	+0.00000000000000E+000	0.00		1			649.00	75.00	04/29/2013	9931414141059x	2140100002	15.00	0.00	62.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00		PRESCRIPTION	Drugs	Askes Product	Askes Product	-	0.00	Y	-	0	3	-	-	-	0.00	0.00	
1851	2	0	2200	12	0	0	1851222002001	SARI KURMA RUTHAB	BTLBTL1	BTL	1	1.00	22000.00	24200.00	0.00	0.00	0.00	22000.00	24200.00	1.00	04/28/2014	ASPBFA0021	01/31/2015	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-	-	+0.00000000000000E+000	0.00		1			22000.00	22000.00	04/28/2014	1851222002001		0.00	0.00	0.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	MILK&FOOD	HEALTH	Traditional Medicine	Traditional Medicine	Fito Farmaka, Herbal, Natural	-	0.00	Y		-	3	-	-	-	0.00	0.00	
